datestamp,country_code,marketing_channel,conversions
2015-01-14,de,Search Engine Results,1202
2015-01-14,es,Display Ads,423
2015-01-14,es,KAYAK Deals Email,20
2015-01-14,es,Search Engine Ads,1247
2015-01-14,es,Search Engine Results,1254
2015-01-14,fr,Display Ads,336
2015-01-14,fr,KAYAK Deals Email,27
2015-01-14,fr,Search Engine Ads,802
2015-01-14,fr,Search Engine Results,953
2015-01-14,gb,Display Ads,359
2015-01-14,gb,KAYAK Deals Email,13
2015-01-14,gb,Search Engine Ads,86
2015-01-14,gb,Search Engine Results,708
2015-01-14,gb,Travel Search Site,286
2015-01-14,it,Display Ads,224
2015-01-14,it,KAYAK Deals Email,17
2015-01-14,it,Search Engine Ads,406
2015-01-14,it,Search Engine Results,504
2015-01-14,us,Display Ads,15864
2015-01-14,us,KAYAK Deals Email,714
2015-01-14,us,Search Engine Ads,4382
2015-01-14,us,Search Engine Results,12890
2015-01-15,de,Display Ads,1362
2015-01-15,de,KAYAK Deals Email,27
2015-01-15,de,Search Engine Ads,1329
2015-01-15,de,Search Engine Results,1100
2015-01-15,es,Display Ads,350
2015-01-15,es,Search Engine Ads,978
2015-01-15,es,Search Engine Results,1199
2015-01-15,fr,Display Ads,274
2015-01-15,fr,KAYAK Deals Email,30
2015-01-15,fr,Search Engine Ads,658
2015-01-15,fr,Search Engine Results,943
2015-01-15,gb,Display Ads,328
2015-01-15,gb,KAYAK Deals Email,6
2015-01-15,gb,Search Engine Ads,132
2015-01-15,gb,Search Engine Results,756
2015-01-15,gb,Travel Search Site,231
2015-01-15,it,Display Ads,229
2015-01-15,it,Search Engine Ads,383
2015-01-15,it,Search Engine Results,465
2015-01-15,us,Display Ads,15446
2015-01-15,us,KAYAK Deals Email,1094
2015-01-15,us,Search Engine Ads,4060
2015-01-15,us,Search Engine Results,12816
2015-01-16,de,Display Ads,1264
2015-01-16,de,KAYAK Deals Email,44
2015-01-16,de,Search Engine Ads,1295
2015-01-16,de,Search Engine Results,1194
2015-01-16,es,Display Ads,343
2015-01-16,es,KAYAK Deals Email,27
2015-01-16,es,Search Engine Ads,922
2015-01-16,es,Search Engine Results,1211
2015-01-16,fr,Display Ads,328
2015-01-16,fr,KAYAK Deals Email,13
2015-01-16,fr,Search Engine Ads,606
2015-01-16,fr,Search Engine Results,844
2015-01-16,gb,Display Ads,314
2015-01-16,gb,KAYAK Deals Email,23
2015-01-16,gb,Search Engine Ads,69
2015-01-16,gb,Search Engine Results,674
2015-01-16,gb,Travel Search Site,195
2015-01-16,it,Display Ads,168
2015-01-16,it,KAYAK Deals Email,10
2015-01-16,it,Search Engine Ads,438
2015-01-16,it,Search Engine Results,456
2015-01-16,us,Display Ads,14310
2015-01-16,us,KAYAK Deals Email,1247
2015-01-16,us,Search Engine Ads,4225
2015-01-16,us,Search Engine Results,11972
2015-01-17,de,Display Ads,1268
2015-01-17,de,KAYAK Deals Email,85
2015-01-17,de,Search Engine Ads,1106
2015-01-17,de,Search Engine Results,1147
2015-01-17,es,Display Ads,284
2015-01-17,es,KAYAK Deals Email,27
2015-01-17,es,Search Engine Ads,848
2015-01-17,es,Search Engine Results,958
2015-01-17,fr,Display Ads,300
2015-01-17,fr,KAYAK Deals Email,13
2015-01-17,fr,Search Engine Ads,544
2015-01-17,fr,Search Engine Results,889
2015-01-17,gb,Display Ads,262
2015-01-17,gb,KAYAK Deals Email,6
2015-01-17,gb,Search Engine Ads,112
2015-01-17,gb,Search Engine Results,578
2015-01-17,gb,Travel Search Site,214
2015-01-17,it,Display Ads,121
2015-01-17,it,Search Engine Ads,417
2015-01-17,it,Search Engine Results,367
2015-01-17,us,Display Ads,10656
2015-01-17,us,KAYAK Deals Email,751
2015-01-17,us,Search Engine Ads,3909
2015-01-17,us,Search Engine Results,9430
2015-01-18,de,Display Ads,1842
2015-01-18,de,KAYAK Deals Email,68
2015-01-18,de,Search Engine Ads,1693
2015-01-18,de,Search Engine Results,1648
2015-01-18,es,Display Ads,453
2015-01-18,es,KAYAK Deals Email,6
2015-01-18,es,Search Engine Ads,1269
2015-01-18,es,Search Engine Results,1412
2015-01-18,fr,Display Ads,417
2015-01-18,fr,KAYAK Deals Email,10
2015-01-18,fr,Search Engine Ads,833
2015-01-18,fr,Search Engine Results,1426
2015-01-18,gb,Display Ads,373
2015-01-18,gb,KAYAK Deals Email,23
2015-01-18,gb,Search Engine Ads,118
2015-01-18,gb,Search Engine Results,804
2015-01-18,gb,Travel Search Site,255
2015-01-18,it,Display Ads,153
2015-01-18,it,Search Engine Ads,485
2015-01-18,it,Search Engine Results,547
2015-01-18,us,Display Ads,11661
2015-01-18,us,KAYAK Deals Email,812
2015-01-18,us,Search Engine Ads,4420
2015-01-18,us,Search Engine Results,10564
2015-01-19,de,Display Ads,1618
2015-01-19,de,KAYAK Deals Email,10
2015-01-19,de,Search Engine Ads,1551
2015-01-19,de,Search Engine Results,1407
2015-01-19,es,Display Ads,442
2015-01-19,es,KAYAK Deals Email,13
2015-01-19,es,Search Engine Ads,1467
2015-01-19,es,Search Engine Results,1555
2015-01-19,fr,Display Ads,434
2015-01-19,fr,KAYAK Deals Email,17
2015-01-19,fr,Search Engine Ads,1026
2015-01-19,fr,Search Engine Results,1177
2015-01-19,gb,Display Ads,375
2015-01-19,gb,KAYAK Deals Email,13
2015-01-19,gb,Search Engine Ads,112
2015-01-19,gb,Search Engine Results,801
2015-01-19,gb,Travel Search Site,250
2015-01-19,it,Display Ads,194
2015-01-19,it,KAYAK Deals Email,3
2015-01-19,it,Search Engine Ads,531
2015-01-19,it,Search Engine Results,475
2015-01-19,us,Display Ads,14949
2015-01-19,us,KAYAK Deals Email,969
2015-01-19,us,Search Engine Ads,4896
2015-01-19,us,Search Engine Results,12524
2015-01-20,de,Display Ads,1479
2015-01-20,de,KAYAK Deals Email,30
2015-01-20,de,Search Engine Ads,1527
2015-01-20,de,Search Engine Results,1503
2015-01-20,es,Display Ads,430
2015-01-20,es,KAYAK Deals Email,10
2015-01-20,es,Search Engine Ads,1577
2015-01-20,es,Search Engine Results,1655
2015-01-20,fr,Display Ads,374
2015-01-20,fr,KAYAK Deals Email,13
2015-01-20,fr,Search Engine Ads,875
2015-01-20,fr,Search Engine Results,1111
2015-01-20,gb,Display Ads,392
2015-01-20,gb,KAYAK Deals Email,34
2015-01-20,gb,Search Engine Ads,81
2015-01-20,gb,Search Engine Results,766
2015-01-20,gb,Travel Search Site,286
2015-01-20,it,Display Ads,157
2015-01-20,it,Search Engine Ads,507
2015-01-20,it,Search Engine Results,509
2015-01-20,us,Display Ads,15537
2015-01-20,us,KAYAK Deals Email,846
2015-01-20,us,Search Engine Ads,5271
2015-01-20,us,Search Engine Results,13039
2015-01-21,de,Display Ads,1423
2015-01-21,de,KAYAK Deals Email,27
2015-01-21,de,Search Engine Ads,1316
2015-01-21,de,Search Engine Results,1321
2015-01-21,es,Display Ads,364
2015-01-21,es,KAYAK Deals Email,10
2015-01-21,es,Search Engine Ads,1529
2015-01-21,es,Search Engine Results,1344
2015-01-21,fr,Display Ads,383
2015-01-21,fr,KAYAK Deals Email,17
2015-01-21,fr,Search Engine Ads,754
2015-01-21,fr,Search Engine Results,1010
2015-01-21,gb,Display Ads,330
2015-01-21,gb,KAYAK Deals Email,17
2015-01-21,gb,Search Engine Ads,91
2015-01-21,gb,Search Engine Results,663
2015-01-21,gb,Travel Search Site,313
2015-01-21,it,Display Ads,196
2015-01-21,it,Search Engine Ads,407
2015-01-21,it,Search Engine Results,471
2015-01-21,us,Display Ads,15005
2015-01-21,us,KAYAK Deals Email,839
2015-01-21,us,Search Engine Ads,4383
2015-01-21,us,Search Engine Results,12027
2015-01-22,de,Display Ads,1355
2015-01-22,de,KAYAK Deals Email,40
2015-01-22,de,Search Engine Ads,1237
2015-01-22,de,Search Engine Results,1208
2015-01-22,es,Display Ads,360
2015-01-22,es,KAYAK Deals Email,10
2015-01-22,es,Search Engine Ads,1441
2015-01-22,es,Search Engine Results,1367
2015-01-22,fr,Display Ads,373
2015-01-22,fr,KAYAK Deals Email,3
2015-01-22,fr,Search Engine Ads,829
2015-01-22,fr,Search Engine Results,991
2015-01-22,gb,Display Ads,357
2015-01-22,gb,KAYAK Deals Email,54
2015-01-22,gb,Search Engine Ads,133
2015-01-22,gb,Search Engine Results,710
2015-01-22,gb,Travel Search Site,247
2015-01-22,it,Display Ads,155
2015-01-22,it,KAYAK Deals Email,23
2015-01-22,it,Search Engine Ads,432
2015-01-22,it,Search Engine Results,519
2015-01-22,us,Display Ads,14682
2015-01-22,us,KAYAK Deals Email,2332
2015-01-22,us,Search Engine Ads,4297
2015-01-22,us,Search Engine Results,12387
2015-01-23,de,Display Ads,1307
2015-01-23,de,KAYAK Deals Email,51
2015-01-23,de,Search Engine Ads,1242
2015-01-23,de,Search Engine Results,1070
2015-01-23,es,Display Ads,355
2015-01-23,es,KAYAK Deals Email,10
2015-01-23,es,Search Engine Ads,1273
2015-01-23,es,Search Engine Results,1068
2015-01-23,fr,Display Ads,292
2015-01-23,fr,KAYAK Deals Email,13
2015-01-23,fr,Search Engine Ads,806
2015-01-23,fr,Search Engine Results,867
2015-01-23,gb,Display Ads,315
2015-01-23,gb,KAYAK Deals Email,3
2015-01-23,gb,Search Engine Ads,97
2015-01-23,gb,Search Engine Results,611
2015-01-23,gb,Travel Search Site,233
2015-01-23,it,Display Ads,169
2015-01-23,it,KAYAK Deals Email,6
2015-01-23,it,Search Engine Ads,389
2015-01-23,it,Search Engine Results,423
2015-01-23,us,Display Ads,13192
2015-01-23,us,KAYAK Deals Email,1091
2015-01-23,us,Search Engine Ads,4304
2015-01-23,us,Search Engine Results,10988
2015-01-24,de,Display Ads,1221
2015-01-24,de,KAYAK Deals Email,27
2015-01-24,de,Search Engine Ads,1415
2015-01-24,de,Search Engine Results,1120
2015-01-24,es,Display Ads,337
2015-01-24,es,KAYAK Deals Email,10
2015-01-24,es,Search Engine Ads,1153
2015-01-24,es,Search Engine Results,962
2015-01-24,fr,Display Ads,286
2015-01-24,fr,Search Engine Ads,736
2015-01-24,fr,Search Engine Results,988
2015-01-24,gb,Display Ads,279
2015-01-24,gb,KAYAK Deals Email,6
2015-01-24,gb,Search Engine Ads,133
2015-01-24,gb,Search Engine Results,618
2015-01-24,gb,Travel Search Site,258
2015-01-24,it,Display Ads,146
2015-01-24,it,KAYAK Deals Email,3
2015-01-24,it,Search Engine Ads,322
2015-01-24,it,Search Engine Results,448
2015-01-24,us,Display Ads,10563
2015-01-24,us,KAYAK Deals Email,829
2015-01-24,us,Search Engine Ads,4468
2015-01-24,us,Search Engine Results,9612
2015-01-24,us,Travel Search Site,2
2015-01-25,de,Display Ads,1780
2015-01-25,de,KAYAK Deals Email,37
2015-01-25,de,Search Engine Ads,1773
2015-01-25,de,Search Engine Results,1634
2015-01-25,es,Display Ads,486
2015-01-25,es,KAYAK Deals Email,6
2015-01-25,es,Search Engine Ads,1590
2015-01-25,es,Search Engine Results,1735
2015-01-25,fr,Display Ads,382
2015-01-25,fr,Search Engine Ads,1085
2015-01-25,fr,Search Engine Results,1314
2015-01-25,gb,Display Ads,398
2015-01-25,gb,KAYAK Deals Email,17
2015-01-25,gb,Search Engine Ads,170
2015-01-25,gb,Search Engine Results,810
2015-01-25,gb,Travel Search Site,264
2015-01-25,it,Display Ads,198
2015-01-25,it,KAYAK Deals Email,3
2015-01-25,it,Search Engine Ads,432
2015-01-25,it,Search Engine Results,504
2015-01-25,us,Display Ads,12286
2015-01-25,us,KAYAK Deals Email,962
2015-01-25,us,Search Engine Ads,4880
2015-01-25,us,Search Engine Results,10974
2015-01-26,de,Display Ads,1667
2015-01-26,de,KAYAK Deals Email,34
2015-01-26,de,Search Engine Ads,1680
2015-01-26,de,Search Engine Results,1451
2015-01-26,es,Display Ads,507
2015-01-26,es,KAYAK Deals Email,20
2015-01-26,es,Search Engine Ads,1879
2015-01-26,es,Search Engine Results,1811
2015-01-26,fr,Display Ads,405
2015-01-26,fr,KAYAK Deals Email,34
2015-01-26,fr,Search Engine Ads,1133
2015-01-26,fr,Search Engine Results,1400
2015-01-26,gb,Display Ads,414
2015-01-26,gb,KAYAK Deals Email,44
2015-01-26,gb,Search Engine Ads,184
2015-01-26,gb,Search Engine Results,857
2015-01-26,gb,Travel Search Site,277
2015-01-26,it,Display Ads,177
2015-01-26,it,KAYAK Deals Email,10
2015-01-26,it,Search Engine Ads,428
2015-01-26,it,Search Engine Results,557
2015-01-26,us,Display Ads,15601
2015-01-26,us,KAYAK Deals Email,795
2015-01-26,us,Search Engine Ads,4995
2015-01-26,us,Search Engine Results,12937
2015-01-27,de,Display Ads,1343
2015-01-27,de,KAYAK Deals Email,17
2015-01-27,de,Search Engine Ads,1768
2015-01-27,de,Search Engine Results,1321
2015-01-27,es,Display Ads,528
2015-01-27,es,KAYAK Deals Email,17
2015-01-27,es,Search Engine Ads,1873
2015-01-27,es,Search Engine Results,1934
2015-01-27,fr,Display Ads,346
2015-01-27,fr,KAYAK Deals Email,34
2015-01-27,fr,Search Engine Ads,987
2015-01-27,fr,Search Engine Results,1180
2015-01-27,gb,Display Ads,407
2015-01-27,gb,KAYAK Deals Email,6
2015-01-27,gb,Search Engine Ads,145
2015-01-27,gb,Search Engine Results,810
2015-01-27,gb,Travel Search Site,222
2015-01-27,it,Display Ads,180
2015-01-27,it,Search Engine Ads,438
2015-01-27,it,Search Engine Results,530
2015-01-27,us,Display Ads,16045
2015-01-27,us,KAYAK Deals Email,860
2015-01-27,us,Search Engine Ads,5476
2015-01-27,us,Search Engine Results,13409
2015-01-28,de,Display Ads,1469
2015-01-28,de,KAYAK Deals Email,13
2015-01-28,de,Search Engine Ads,1694
2015-01-28,de,Search Engine Results,1253
2015-01-28,es,Display Ads,513
2015-01-28,es,KAYAK Deals Email,10
2015-01-28,es,Search Engine Ads,1910
2015-01-28,es,Search Engine Results,1552
2015-01-28,fr,Display Ads,406
2015-01-28,fr,KAYAK Deals Email,6
2015-01-28,fr,Search Engine Ads,1054
2015-01-28,fr,Search Engine Results,1178
2015-01-28,gb,Display Ads,354
2015-01-28,gb,KAYAK Deals Email,108
2015-01-28,gb,Search Engine Ads,132
2015-01-28,gb,Search Engine Results,750
2015-01-28,gb,Travel Search Site,264
2015-01-28,it,Display Ads,208
2015-01-28,it,KAYAK Deals Email,27
2015-01-28,it,Search Engine Ads,406
2015-01-28,it,Search Engine Results,443
2015-01-28,us,Display Ads,16038
2015-01-28,us,KAYAK Deals Email,1346
2015-01-28,us,Search Engine Ads,4913
2015-01-28,us,Search Engine Results,13011
2015-01-29,de,Display Ads,1347
2015-01-29,de,KAYAK Deals Email,54
2015-01-29,de,Search Engine Ads,1338
2015-01-29,de,Search Engine Results,1133
2015-01-29,es,Display Ads,472
2015-01-29,es,KAYAK Deals Email,3
2015-01-29,es,Search Engine Ads,1679
2015-01-29,es,Search Engine Results,1619
2015-01-29,fr,Display Ads,403
2015-01-29,fr,KAYAK Deals Email,10
2015-01-29,fr,Search Engine Ads,1034
2015-01-29,fr,Search Engine Results,1184
2015-01-29,gb,Display Ads,330
2015-01-29,gb,KAYAK Deals Email,34
2015-01-29,gb,Search Engine Ads,111
2015-01-29,gb,Search Engine Results,670
2015-01-29,gb,Travel Search Site,264
2015-01-29,it,Display Ads,249
2015-01-29,it,Search Engine Ads,439
2015-01-29,it,Search Engine Results,431
2015-01-29,us,Display Ads,15081
2015-01-29,us,KAYAK Deals Email,1213
2015-01-29,us,Search Engine Ads,4627
2015-01-29,us,Search Engine Results,12395
2015-01-30,de,Display Ads,1306
2015-01-30,de,KAYAK Deals Email,27
2015-01-30,de,Search Engine Ads,1302
2015-01-30,de,Search Engine Results,1050
2015-01-30,es,Display Ads,392
2015-01-30,es,KAYAK Deals Email,6
2015-01-30,es,Search Engine Ads,1369
2015-01-30,es,Search Engine Results,1206
2015-01-30,fr,Display Ads,331
2015-01-30,fr,KAYAK Deals Email,10
2015-01-30,fr,Search Engine Ads,879
2015-01-30,fr,Search Engine Results,973
2015-01-30,gb,Display Ads,310
2015-01-30,gb,KAYAK Deals Email,20
2015-01-30,gb,Search Engine Ads,156
2015-01-30,gb,Search Engine Results,645
2015-01-30,gb,Travel Search Site,189
2015-01-30,it,Display Ads,180
2015-01-30,it,Search Engine Ads,383
2015-01-30,it,Search Engine Results,432
2015-01-30,us,Display Ads,13555
2015-01-30,us,KAYAK Deals Email,846
2015-01-30,us,Search Engine Ads,4961
2015-01-30,us,Search Engine Results,11133
2015-01-31,de,Display Ads,1188
2015-01-31,de,KAYAK Deals Email,37
2015-01-31,de,Search Engine Ads,1350
2015-01-31,de,Search Engine Results,1150
2015-01-31,es,Display Ads,319
2015-01-31,es,KAYAK Deals Email,10
2015-01-31,es,Search Engine Ads,1257
2015-01-31,es,Search Engine Results,1177
2015-01-31,fr,Display Ads,316
2015-01-31,fr,KAYAK Deals Email,20
2015-01-31,fr,Search Engine Ads,950
2015-01-31,fr,Search Engine Results,995
2015-01-31,gb,Display Ads,308
2015-01-31,gb,KAYAK Deals Email,30
2015-01-31,gb,Search Engine Ads,117
2015-01-31,gb,Search Engine Results,650
2015-01-31,gb,Travel Search Site,178
2015-01-31,it,Display Ads,136
2015-01-31,it,KAYAK Deals Email,10
2015-01-31,it,Search Engine Ads,294
2015-01-31,it,Search Engine Results,475
2015-01-31,us,Display Ads,11147
2015-01-31,us,KAYAK Deals Email,935
2015-01-31,us,Search Engine Ads,4857
2015-01-31,us,Search Engine Results,9867
2015-02-01,de,Display Ads,1748
2015-02-01,de,KAYAK Deals Email,40
2015-02-01,de,Search Engine Ads,1938
2015-02-01,de,Search Engine Results,1629
2015-02-01,es,Display Ads,561
2015-02-01,es,KAYAK Deals Email,34
2015-02-01,es,Search Engine Ads,1966
2015-02-01,es,Search Engine Results,1739
2015-02-01,fr,Display Ads,493
2015-02-01,fr,KAYAK Deals Email,30
2015-02-01,fr,Search Engine Ads,1041
2015-02-01,fr,Search Engine Results,1488
2015-02-01,gb,Display Ads,372
2015-02-01,gb,KAYAK Deals Email,27
2015-02-01,gb,Search Engine Ads,121
2015-02-01,gb,Search Engine Results,878
2015-02-01,gb,Travel Search Site,222
2015-02-01,it,Display Ads,242
2015-02-01,it,KAYAK Deals Email,6
2015-02-01,it,Search Engine Ads,445
2015-02-01,it,Search Engine Results,535
2015-02-01,us,Display Ads,11909
2015-02-01,us,KAYAK Deals Email,697
2015-02-01,us,Search Engine Ads,4540
2015-02-01,us,Search Engine Results,10709
2015-02-02,de,Display Ads,1497
2015-02-02,de,KAYAK Deals Email,34
2015-02-02,de,Search Engine Ads,1897
2015-02-02,de,Search Engine Results,1298
2015-02-02,es,Display Ads,514
2015-02-02,es,KAYAK Deals Email,6
2015-02-02,es,Search Engine Ads,2175
2015-02-02,es,Search Engine Results,1614
2015-02-02,fr,Display Ads,454
2015-02-02,fr,KAYAK Deals Email,37
2015-02-02,fr,Search Engine Ads,1135
2015-02-02,fr,Search Engine Results,1152
2015-02-02,gb,Display Ads,416
2015-02-02,gb,KAYAK Deals Email,34
2015-02-02,gb,Search Engine Ads,141
2015-02-02,gb,Search Engine Results,846
2015-02-02,gb,Travel Search Site,332
2015-02-02,it,Display Ads,217
2015-02-02,it,KAYAK Deals Email,13
2015-02-02,it,Search Engine Ads,414
2015-02-02,it,Search Engine Results,581
2015-02-02,us,Display Ads,16712
2015-02-02,us,KAYAK Deals Email,969
2015-02-02,us,Search Engine Ads,7044
2015-02-02,us,Search Engine Results,14522
2015-02-02,us,Travel Search Site,8
2015-02-03,de,Display Ads,1395
2015-02-03,de,KAYAK Deals Email,13
2015-02-03,de,Search Engine Ads,1786
2015-02-03,de,Search Engine Results,1706
2015-02-03,es,Display Ads,448
2015-02-03,es,KAYAK Deals Email,17
2015-02-03,es,Search Engine Ads,2141
2015-02-03,es,Search Engine Results,1643
2015-02-03,fr,Display Ads,423
2015-02-03,fr,KAYAK Deals Email,17
2015-02-03,fr,Search Engine Ads,1003
2015-02-03,fr,Search Engine Results,1242
2015-02-03,gb,Display Ads,370
2015-02-03,gb,KAYAK Deals Email,20
2015-02-03,gb,Search Engine Ads,135
2015-02-03,gb,Search Engine Results,845
2015-02-03,gb,Travel Search Site,321
2015-02-03,it,Display Ads,176
2015-02-03,it,KAYAK Deals Email,20
2015-02-03,it,Search Engine Ads,404
2015-02-03,it,Search Engine Results,495
2015-02-03,us,Display Ads,17524
2015-02-03,us,KAYAK Deals Email,1353
2015-02-03,us,Search Engine Ads,7667
2015-02-03,us,Search Engine Results,14900
2015-02-03,us,Travel Search Site,2
2015-02-04,de,Display Ads,1520
2015-02-04,de,KAYAK Deals Email,40
2015-02-04,de,Search Engine Ads,1828
2015-02-04,de,Search Engine Results,1209
2015-02-04,es,Display Ads,455
2015-02-04,es,KAYAK Deals Email,6
2015-02-04,es,Search Engine Ads,1974
2015-02-04,es,Search Engine Results,1638
2015-02-04,fr,Display Ads,448
2015-02-04,fr,KAYAK Deals Email,3
2015-02-04,fr,Search Engine Ads,1061
2015-02-04,fr,Search Engine Results,1314
2015-02-04,gb,Display Ads,374
2015-02-04,gb,KAYAK Deals Email,27
2015-02-04,gb,Search Engine Ads,132
2015-02-04,gb,Search Engine Results,771
2015-02-04,gb,Travel Search Site,222
2015-02-04,it,Display Ads,181
2015-02-04,it,KAYAK Deals Email,40
2015-02-04,it,Search Engine Ads,568
2015-02-04,it,Search Engine Results,639
2015-02-04,us,Display Ads,17623
2015-02-04,us,KAYAK Deals Email,2509
2015-02-04,us,Search Engine Ads,7581
2015-02-04,us,Search Engine Results,15248
2015-02-05,de,Display Ads,1309
2015-02-05,de,KAYAK Deals Email,40
2015-02-05,de,Search Engine Ads,1613
2015-02-05,de,Search Engine Results,1265
2015-02-05,es,Display Ads,414
2015-02-05,es,Search Engine Ads,1653
2015-02-05,es,Search Engine Results,1330
2015-02-05,fr,Display Ads,362
2015-02-05,fr,KAYAK Deals Email,3
2015-02-05,fr,Search Engine Ads,1089
2015-02-05,fr,Search Engine Results,1028
2015-02-05,gb,Display Ads,331
2015-02-05,gb,KAYAK Deals Email,10
2015-02-05,gb,Search Engine Ads,112
2015-02-05,gb,Search Engine Results,690
2015-02-05,gb,Travel Search Site,250
2015-02-05,it,Display Ads,187
2015-02-05,it,KAYAK Deals Email,81
2015-02-05,it,Search Engine Ads,527
2015-02-05,it,Search Engine Results,588
2015-02-05,us,Display Ads,15958
2015-02-05,us,KAYAK Deals Email,2057
2015-02-05,us,Search Engine Ads,8287
2015-02-05,us,Search Engine Results,14379
2015-02-06,de,Display Ads,1192
2015-02-06,de,KAYAK Deals Email,13
2015-02-06,de,Search Engine Ads,1529
2015-02-06,de,Search Engine Results,1193
2015-02-06,es,Display Ads,368
2015-02-06,es,KAYAK Deals Email,37
2015-02-06,es,Search Engine Ads,1214
2015-02-06,es,Search Engine Results,1189
2015-02-06,fr,Display Ads,340
2015-02-06,fr,KAYAK Deals Email,37
2015-02-06,fr,Search Engine Ads,924
2015-02-06,fr,Search Engine Results,996
2015-02-06,gb,Display Ads,307
2015-02-06,gb,KAYAK Deals Email,20
2015-02-06,gb,Search Engine Ads,128
2015-02-06,gb,Search Engine Results,724
2015-02-06,gb,Travel Search Site,148
2015-02-06,it,Display Ads,174
2015-02-06,it,KAYAK Deals Email,10
2015-02-06,it,Search Engine Ads,397
2015-02-06,it,Search Engine Results,463
2015-02-06,us,Display Ads,14532
2015-02-06,us,KAYAK Deals Email,1326
2015-02-06,us,Search Engine Ads,7437
2015-02-06,us,Search Engine Results,13470
2015-02-07,de,Display Ads,1219
2015-02-07,de,KAYAK Deals Email,51
2015-02-07,de,Search Engine Ads,1352
2015-02-07,de,Search Engine Results,1076
2015-02-07,es,Display Ads,374
2015-02-07,es,KAYAK Deals Email,3
2015-02-07,es,Search Engine Ads,1240
2015-02-07,es,Search Engine Results,1162
2015-02-07,fr,Display Ads,328
2015-02-07,fr,KAYAK Deals Email,3
2015-02-07,fr,Search Engine Ads,1027
2015-02-07,fr,Search Engine Results,1213
2015-02-07,gb,Display Ads,306
2015-02-07,gb,KAYAK Deals Email,30
2015-02-07,gb,Search Engine Ads,126
2015-02-07,gb,Search Engine Results,669
2015-02-07,gb,Travel Search Site,220
2015-02-07,it,Display Ads,160
2015-02-07,it,KAYAK Deals Email,10
2015-02-07,it,Search Engine Ads,358
2015-02-07,it,Search Engine Results,479
2015-02-07,us,Display Ads,12410
2015-02-07,us,KAYAK Deals Email,1132
2015-02-07,us,Search Engine Ads,6786
2015-02-07,us,Search Engine Results,11488
2015-02-08,de,Display Ads,1833
2015-02-08,de,KAYAK Deals Email,71
2015-02-08,de,Search Engine Ads,2130
2015-02-08,de,Search Engine Results,1678
2015-02-08,es,Display Ads,449
2015-02-08,es,KAYAK Deals Email,27
2015-02-08,es,Search Engine Ads,1746
2015-02-08,es,Search Engine Results,1387
2015-02-08,fr,Display Ads,557
2015-02-08,fr,KAYAK Deals Email,37
2015-02-08,fr,Search Engine Ads,1092
2015-02-08,fr,Search Engine Results,1766
2015-02-08,gb,Display Ads,419
2015-02-08,gb,KAYAK Deals Email,27
2015-02-08,gb,Search Engine Ads,174
2015-02-08,gb,Search Engine Results,888
2015-02-08,gb,Travel Search Site,313
2015-02-08,it,Display Ads,190
2015-02-08,it,KAYAK Deals Email,3
2015-02-08,it,Search Engine Ads,475
2015-02-08,it,Search Engine Results,580
2015-02-08,us,Display Ads,15333
2015-02-08,us,KAYAK Deals Email,1040
2015-02-08,us,Search Engine Ads,8189
2015-02-08,us,Search Engine Results,14505
2015-02-09,de,Display Ads,1532
2015-02-09,de,KAYAK Deals Email,10
2015-02-09,de,Search Engine Ads,1761
2015-02-09,de,Search Engine Results,1492
2015-02-09,es,Display Ads,516
2015-02-09,es,KAYAK Deals Email,20
2015-02-09,es,Search Engine Ads,2129
2015-02-09,es,Search Engine Results,1710
2015-02-09,fr,Display Ads,514
2015-02-09,fr,KAYAK Deals Email,10
2015-02-09,fr,Search Engine Ads,1198
2015-02-09,fr,Search Engine Results,1469
2015-02-09,gb,Display Ads,460
2015-02-09,gb,KAYAK Deals Email,30
2015-02-09,gb,Search Engine Ads,167
2015-02-09,gb,Search Engine Results,830
2015-02-09,gb,Travel Search Site,286
2015-02-09,it,Display Ads,246
2015-02-09,it,Search Engine Ads,490
2015-02-09,it,Search Engine Results,594
2015-02-09,us,Display Ads,19492
2015-02-09,us,KAYAK Deals Email,1237
2015-02-09,us,Search Engine Ads,9579
2015-02-09,us,Search Engine Results,17207
2015-02-10,de,Display Ads,1452
2015-02-10,de,KAYAK Deals Email,37
2015-02-10,de,Search Engine Ads,1755
2015-02-10,de,Search Engine Results,1207
2015-02-10,es,Display Ads,504
2015-02-10,es,KAYAK Deals Email,10
2015-02-10,es,Search Engine Ads,2810
2015-02-10,es,Search Engine Results,1661
2015-02-10,fr,Display Ads,496
2015-02-10,fr,KAYAK Deals Email,51
2015-02-10,fr,Search Engine Ads,1237
2015-02-10,fr,Search Engine Results,1491
2015-02-10,gb,Display Ads,345
2015-02-10,gb,KAYAK Deals Email,27
2015-02-10,gb,Search Engine Ads,164
2015-02-10,gb,Search Engine Results,802
2015-02-10,gb,Travel Search Site,231
2015-02-10,it,Display Ads,183
2015-02-10,it,Search Engine Ads,645
2015-02-10,it,Search Engine Results,555
2015-02-10,us,Display Ads,19541
2015-02-10,us,KAYAK Deals Email,1261
2015-02-10,us,Search Engine Ads,10538
2015-02-10,us,Search Engine Results,19786
2015-02-11,de,Display Ads,1321
2015-02-11,de,KAYAK Deals Email,34
2015-02-11,de,Search Engine Ads,1565
2015-02-11,de,Search Engine Results,1279
2015-02-11,es,Display Ads,508
2015-02-11,es,KAYAK Deals Email,17
2015-02-11,es,Search Engine Ads,3008
