datestamp,country_code,marketing_channel,conversions
2015-06-16,gb,Display Ads,377
2015-06-16,gb,KAYAK Deals Email,17
2015-06-16,gb,Search Engine Ads,105
2015-06-16,gb,Search Engine Results,753
2015-06-16,gb,Travel Search Site,382
2015-06-16,it,Display Ads,307
2015-06-16,it,Search Engine Ads,1339
2015-06-16,it,Search Engine Results,555
2015-06-16,us,Display Ads,18266
2015-06-16,us,KAYAK Deals Email,1026
2015-06-16,us,Search Engine Ads,5922
2015-06-16,us,Search Engine Results,18208
2015-06-16,us,Travel Search Site,651
2015-06-17,de,Display Ads,1033
2015-06-17,de,KAYAK Deals Email,10
2015-06-17,de,Search Engine Ads,1504
2015-06-17,de,Search Engine Results,829
2015-06-17,es,Display Ads,676
2015-06-17,es,KAYAK Deals Email,17
2015-06-17,es,Search Engine Ads,4627
2015-06-17,es,Search Engine Results,1890
2015-06-17,fr,Display Ads,359
2015-06-17,fr,KAYAK Deals Email,27
2015-06-17,fr,Search Engine Ads,1315
2015-06-17,fr,Search Engine Results,1013
2015-06-17,gb,Display Ads,383
2015-06-17,gb,KAYAK Deals Email,30
2015-06-17,gb,Search Engine Ads,107
2015-06-17,gb,Search Engine Results,710
2015-06-17,gb,Travel Search Site,486
2015-06-17,it,Display Ads,252
2015-06-17,it,KAYAK Deals Email,20
2015-06-17,it,Search Engine Ads,1154
2015-06-17,it,Search Engine Results,573
2015-06-17,us,Display Ads,17619
2015-06-17,us,KAYAK Deals Email,1009
2015-06-17,us,Search Engine Ads,5741
2015-06-17,us,Search Engine Results,17280
2015-06-17,us,Travel Search Site,693
2015-06-18,de,Display Ads,1050
2015-06-18,de,KAYAK Deals Email,13
2015-06-18,de,Search Engine Ads,1591
2015-06-18,de,Search Engine Results,765
2015-06-18,es,Display Ads,633
2015-06-18,es,KAYAK Deals Email,6
2015-06-18,es,Search Engine Ads,4170
2015-06-18,es,Search Engine Results,1672
2015-06-18,fr,Display Ads,381
2015-06-18,fr,KAYAK Deals Email,17
2015-06-18,fr,Search Engine Ads,1032
2015-06-18,fr,Search Engine Results,934
2015-06-18,gb,Display Ads,317
2015-06-18,gb,KAYAK Deals Email,27
2015-06-18,gb,Search Engine Ads,87
2015-06-18,gb,Search Engine Results,613
2015-06-18,gb,Travel Search Site,363
2015-06-18,it,Display Ads,219
2015-06-18,it,KAYAK Deals Email,3
2015-06-18,it,Search Engine Ads,1161
2015-06-18,it,Search Engine Results,567
2015-06-18,us,Display Ads,17047
2015-06-18,us,KAYAK Deals Email,1662
2015-06-18,us,Search Engine Ads,5449
2015-06-18,us,Search Engine Results,16640
2015-06-18,us,Travel Search Site,827
2015-06-19,de,Display Ads,918
2015-06-19,de,KAYAK Deals Email,20
2015-06-19,de,Search Engine Ads,1346
2015-06-19,de,Search Engine Results,704
2015-06-19,es,Display Ads,540
2015-06-19,es,KAYAK Deals Email,30
2015-06-19,es,Search Engine Ads,3523
2015-06-19,es,Search Engine Results,1456
2015-06-19,fr,Display Ads,301
2015-06-19,fr,KAYAK Deals Email,74
2015-06-19,fr,Search Engine Ads,864
2015-06-19,fr,Search Engine Results,779
2015-06-19,gb,Display Ads,391
2015-06-19,gb,KAYAK Deals Email,27
2015-06-19,gb,Search Engine Ads,80
2015-06-19,gb,Search Engine Results,572
2015-06-19,gb,Travel Search Site,272
2015-06-19,it,Display Ads,236
2015-06-19,it,Search Engine Ads,982
2015-06-19,it,Search Engine Results,511
2015-06-19,us,Display Ads,15103
2015-06-19,us,KAYAK Deals Email,867
2015-06-19,us,Search Engine Ads,4558
2015-06-19,us,Search Engine Results,15359
2015-06-19,us,Travel Search Site,404
2015-06-20,de,Display Ads,798
2015-06-20,de,KAYAK Deals Email,13
2015-06-20,de,Search Engine Ads,1123
2015-06-20,de,Search Engine Results,609
2015-06-20,es,Display Ads,442
2015-06-20,es,KAYAK Deals Email,3
2015-06-20,es,Search Engine Ads,2784
2015-06-20,es,Search Engine Results,1123
2015-06-20,fr,Display Ads,258
2015-06-20,fr,Search Engine Ads,532
2015-06-20,fr,Search Engine Results,726
2015-06-20,gb,Display Ads,303
2015-06-20,gb,KAYAK Deals Email,13
2015-06-20,gb,Search Engine Ads,77
2015-06-20,gb,Search Engine Results,494
2015-06-20,gb,Travel Search Site,313
2015-06-20,it,Display Ads,187
2015-06-20,it,KAYAK Deals Email,6
2015-06-20,it,Search Engine Ads,829
2015-06-20,it,Search Engine Results,406
2015-06-20,us,Display Ads,11336
2015-06-20,us,KAYAK Deals Email,1020
2015-06-20,us,Search Engine Ads,3698
2015-06-20,us,Search Engine Results,11719
2015-06-20,us,Travel Search Site,635
2015-06-21,de,Display Ads,1099
2015-06-21,de,KAYAK Deals Email,17
2015-06-21,de,Search Engine Ads,2027
2015-06-21,de,Search Engine Results,892
2015-06-21,es,Display Ads,737
2015-06-21,es,KAYAK Deals Email,2295
2015-06-21,es,Search Engine Ads,4026
2015-06-21,es,Search Engine Results,1903
2015-06-21,fr,Display Ads,400
2015-06-21,fr,KAYAK Deals Email,3
2015-06-21,fr,Search Engine Ads,785
2015-06-21,fr,Search Engine Results,922
2015-06-21,gb,Display Ads,350
2015-06-21,gb,KAYAK Deals Email,34
2015-06-21,gb,Search Engine Ads,77
2015-06-21,gb,Search Engine Results,738
2015-06-21,gb,Travel Search Site,594
2015-06-21,it,Display Ads,226
2015-06-21,it,KAYAK Deals Email,6
2015-06-21,it,Search Engine Ads,1008
2015-06-21,it,Search Engine Results,490
2015-06-21,us,Display Ads,13007
2015-06-21,us,KAYAK Deals Email,938
2015-06-21,us,Search Engine Ads,3884
2015-06-21,us,Search Engine Results,13367
2015-06-21,us,Travel Search Site,723
2015-06-22,de,Display Ads,1120
2015-06-22,de,KAYAK Deals Email,30
2015-06-22,de,Search Engine Ads,2172
2015-06-22,de,Search Engine Results,924
2015-06-22,es,Display Ads,820
2015-06-22,es,KAYAK Deals Email,44
2015-06-22,es,Search Engine Ads,5699
2015-06-22,es,Search Engine Results,2181
2015-06-22,fr,Display Ads,448
2015-06-22,fr,KAYAK Deals Email,17
2015-06-22,fr,Search Engine Ads,1171
2015-06-22,fr,Search Engine Results,1275
2015-06-22,gb,Display Ads,449
2015-06-22,gb,KAYAK Deals Email,54
2015-06-22,gb,Search Engine Ads,104
2015-06-22,gb,Search Engine Results,836
2015-06-22,gb,Travel Search Site,580
2015-06-22,it,Display Ads,269
2015-06-22,it,KAYAK Deals Email,23
2015-06-22,it,Search Engine Ads,1395
2015-06-22,it,Search Engine Results,728
2015-06-22,us,Display Ads,19660
2015-06-22,us,KAYAK Deals Email,1417
2015-06-22,us,Search Engine Ads,6368
2015-06-22,us,Search Engine Results,19169
2015-06-22,us,Travel Search Site,808
2015-06-23,de,Display Ads,1205
2015-06-23,de,KAYAK Deals Email,23
2015-06-23,de,Search Engine Ads,2161
2015-06-23,de,Search Engine Results,943
2015-06-23,es,Display Ads,789
2015-06-23,es,KAYAK Deals Email,34
2015-06-23,es,Search Engine Ads,4496
2015-06-23,es,Search Engine Results,2067
2015-06-23,fr,Display Ads,452
2015-06-23,fr,KAYAK Deals Email,23
2015-06-23,fr,Search Engine Ads,1025
2015-06-23,fr,Search Engine Results,1305
2015-06-23,gb,Display Ads,464
2015-06-23,gb,KAYAK Deals Email,51
2015-06-23,gb,Search Engine Ads,104
2015-06-23,gb,Search Engine Results,803
2015-06-23,gb,Travel Search Site,497
2015-06-23,it,Display Ads,339
2015-06-23,it,KAYAK Deals Email,3
2015-06-23,it,Search Engine Ads,1418
2015-06-23,it,Search Engine Results,736
2015-06-23,us,Display Ads,20915
2015-06-23,us,KAYAK Deals Email,1978
2015-06-23,us,Search Engine Ads,6426
2015-06-23,us,Search Engine Results,20379
2015-06-23,us,Travel Search Site,893
2015-06-24,de,Display Ads,1128
2015-06-24,de,KAYAK Deals Email,44
2015-06-24,de,Search Engine Ads,1772
2015-06-24,de,Search Engine Results,865
2015-06-24,es,Display Ads,767
2015-06-24,es,KAYAK Deals Email,17
2015-06-24,es,Search Engine Ads,5291
2015-06-24,es,Search Engine Results,2052
2015-06-24,es,Travel Search Site,2
2015-06-24,fr,Display Ads,446
2015-06-24,fr,Search Engine Ads,979
2015-06-24,fr,Search Engine Results,1103
2015-06-24,gb,Display Ads,418
2015-06-24,gb,KAYAK Deals Email,10
2015-06-24,gb,Search Engine Ads,83
2015-06-24,gb,Search Engine Results,747
2015-06-24,gb,Travel Search Site,525
2015-06-24,it,Display Ads,330
2015-06-24,it,KAYAK Deals Email,23
2015-06-24,it,Search Engine Ads,1345
2015-06-24,it,Search Engine Results,674
2015-06-24,us,Display Ads,20325
2015-06-24,us,KAYAK Deals Email,1672
2015-06-24,us,Search Engine Ads,6718
2015-06-24,us,Search Engine Results,19508
2015-06-24,us,Travel Search Site,726
2015-06-25,de,Display Ads,986
2015-06-25,de,KAYAK Deals Email,64
2015-06-25,de,Search Engine Ads,1364
2015-06-25,de,Search Engine Results,752
2015-06-25,es,Display Ads,724
2015-06-25,es,KAYAK Deals Email,47
2015-06-25,es,Search Engine Ads,4589
2015-06-25,es,Search Engine Results,1852
2015-06-25,fr,Display Ads,393
2015-06-25,fr,KAYAK Deals Email,51
2015-06-25,fr,Search Engine Ads,812
2015-06-25,fr,Search Engine Results,1057
2015-06-25,gb,Display Ads,372
2015-06-25,gb,KAYAK Deals Email,78
2015-06-25,gb,Search Engine Ads,81
2015-06-25,gb,Search Engine Results,759
2015-06-25,gb,Travel Search Site,508
2015-06-25,it,Display Ads,302
2015-06-25,it,KAYAK Deals Email,6
2015-06-25,it,Search Engine Ads,1376
2015-06-25,it,Search Engine Results,649
2015-06-25,us,Display Ads,19271
2015-06-25,us,KAYAK Deals Email,2580
2015-06-25,us,Search Engine Ads,6586
2015-06-25,us,Search Engine Results,19174
2015-06-25,us,Travel Search Site,794
2015-06-26,de,Display Ads,811
2015-06-26,de,KAYAK Deals Email,47
2015-06-26,de,Search Engine Ads,1501
2015-06-26,de,Search Engine Results,619
2015-06-26,es,Display Ads,620
2015-06-26,es,KAYAK Deals Email,44
2015-06-26,es,Search Engine Ads,3911
2015-06-26,es,Search Engine Results,1528
2015-06-26,fr,Display Ads,315
2015-06-26,fr,KAYAK Deals Email,34
2015-06-26,fr,Search Engine Ads,721
2015-06-26,fr,Search Engine Results,794
2015-06-26,gb,Display Ads,344
2015-06-26,gb,KAYAK Deals Email,91
2015-06-26,gb,Search Engine Ads,54
2015-06-26,gb,Search Engine Results,638
2015-06-26,gb,Travel Search Site,539
2015-06-26,it,Display Ads,219
2015-06-26,it,KAYAK Deals Email,3
2015-06-26,it,Search Engine Ads,1198
2015-06-26,it,Search Engine Results,532
2015-06-26,us,Display Ads,16925
2015-06-26,us,KAYAK Deals Email,1550
2015-06-26,us,Search Engine Ads,5692
2015-06-26,us,Search Engine Results,16868
2015-06-26,us,Travel Search Site,1012
2015-06-27,de,Display Ads,728
2015-06-27,de,KAYAK Deals Email,27
2015-06-27,de,Search Engine Ads,1462
2015-06-27,de,Search Engine Results,554
2015-06-27,es,Display Ads,542
2015-06-27,es,KAYAK Deals Email,3
2015-06-27,es,Search Engine Ads,3024
2015-06-27,es,Search Engine Results,1197
2015-06-27,fr,Display Ads,240
2015-06-27,fr,KAYAK Deals Email,13
2015-06-27,fr,Search Engine Ads,613
2015-06-27,fr,Search Engine Results,687
2015-06-27,gb,Display Ads,270
2015-06-27,gb,KAYAK Deals Email,10
2015-06-27,gb,Search Engine Ads,73
2015-06-27,gb,Search Engine Results,463
2015-06-27,gb,Travel Search Site,374
2015-06-27,it,Display Ads,184
2015-06-27,it,KAYAK Deals Email,6
2015-06-27,it,Search Engine Ads,836
2015-06-27,it,Search Engine Results,394
2015-06-27,us,Display Ads,13156
2015-06-27,us,KAYAK Deals Email,1441
2015-06-27,us,Search Engine Ads,4989
2015-06-27,us,Search Engine Results,13879
2015-06-27,us,Travel Search Site,385
2015-06-28,de,Display Ads,1088
2015-06-28,de,KAYAK Deals Email,34
2015-06-28,de,Search Engine Ads,2282
2015-06-28,de,Search Engine Results,862
2015-06-28,es,Display Ads,765
2015-06-28,es,KAYAK Deals Email,17
2015-06-28,es,Search Engine Ads,4184
2015-06-28,es,Search Engine Results,2033
2015-06-28,fr,Display Ads,387
2015-06-28,fr,KAYAK Deals Email,23
2015-06-28,fr,Search Engine Ads,1101
2015-06-28,fr,Search Engine Results,1084
2015-06-28,gb,Display Ads,366
2015-06-28,gb,KAYAK Deals Email,40
2015-06-28,gb,Search Engine Ads,94
2015-06-28,gb,Search Engine Results,662
2015-06-28,gb,Travel Search Site,547
2015-06-28,it,Display Ads,271
2015-06-28,it,KAYAK Deals Email,6
2015-06-28,it,Search Engine Ads,992
2015-06-28,it,Search Engine Results,560
2015-06-28,us,Display Ads,14722
2015-06-28,us,KAYAK Deals Email,1574
2015-06-28,us,Search Engine Ads,5506
2015-06-28,us,Search Engine Results,15746
2015-06-28,us,Travel Search Site,673
2015-06-29,de,Display Ads,1102
2015-06-29,de,KAYAK Deals Email,34
2015-06-29,de,Search Engine Ads,2440
2015-06-29,de,Search Engine Results,857
2015-06-29,es,Display Ads,805
2015-06-29,es,KAYAK Deals Email,64
2015-06-29,es,Search Engine Ads,5356
2015-06-29,es,Search Engine Results,2399
2015-06-29,fr,Display Ads,475
2015-06-29,fr,KAYAK Deals Email,6
2015-06-29,fr,Search Engine Ads,1105
2015-06-29,fr,Search Engine Results,1333
2015-06-29,gb,Display Ads,393
2015-06-29,gb,KAYAK Deals Email,17
2015-06-29,gb,Search Engine Ads,111
2015-06-29,gb,Search Engine Results,746
2015-06-29,gb,Travel Search Site,475
2015-06-29,it,Display Ads,245
2015-06-29,it,KAYAK Deals Email,6
2015-06-29,it,Search Engine Ads,1483
2015-06-29,it,Search Engine Results,695
2015-06-29,us,Display Ads,20336
2015-06-29,us,KAYAK Deals Email,1948
2015-06-29,us,Search Engine Ads,7257
2015-06-29,us,Search Engine Results,20682
2015-06-29,us,Travel Search Site,761
2015-06-30,de,Display Ads,1018
2015-06-30,de,KAYAK Deals Email,34
2015-06-30,de,Search Engine Ads,2082
2015-06-30,de,Search Engine Results,697
2015-06-30,es,Display Ads,816
2015-06-30,es,KAYAK Deals Email,47
2015-06-30,es,Search Engine Ads,5167
2015-06-30,es,Search Engine Results,2277
2015-06-30,fr,Display Ads,434
2015-06-30,fr,KAYAK Deals Email,20
2015-06-30,fr,Search Engine Ads,1355
2015-06-30,fr,Search Engine Results,1204
2015-06-30,gb,Display Ads,427
2015-06-30,gb,KAYAK Deals Email,40
2015-06-30,gb,Search Engine Ads,49
2015-06-30,gb,Search Engine Results,736
2015-06-30,gb,Travel Search Site,550
2015-06-30,it,Display Ads,299
2015-06-30,it,KAYAK Deals Email,20
2015-06-30,it,Search Engine Ads,1441
2015-06-30,it,Search Engine Results,677
2015-06-30,us,Display Ads,20610
2015-06-30,us,KAYAK Deals Email,1761
2015-06-30,us,Search Engine Ads,7846
2015-06-30,us,Search Engine Results,20767
2015-06-30,us,Travel Search Site,893
2015-07-01,de,Display Ads,992
2015-07-01,de,KAYAK Deals Email,23
2015-07-01,de,Search Engine Ads,2312
2015-07-01,de,Search Engine Results,760
2015-07-01,es,Display Ads,702
2015-07-01,es,KAYAK Deals Email,34
2015-07-01,es,Search Engine Ads,4987
2015-07-01,es,Search Engine Results,2109
2015-07-01,es,Travel Search Site,2
2015-07-01,fr,Display Ads,401
2015-07-01,fr,KAYAK Deals Email,27
2015-07-01,fr,Search Engine Ads,1164
2015-07-01,fr,Search Engine Results,1285
2015-07-01,gb,Display Ads,391
2015-07-01,gb,KAYAK Deals Email,13
2015-07-01,gb,Search Engine Ads,70
2015-07-01,gb,Search Engine Results,664
2015-07-01,gb,Travel Search Site,547
2015-07-01,it,Display Ads,261
2015-07-01,it,KAYAK Deals Email,3
2015-07-01,it,Search Engine Ads,1387
2015-07-01,it,Search Engine Results,721
2015-07-01,us,Display Ads,21136
2015-07-01,us,KAYAK Deals Email,2706
2015-07-01,us,Search Engine Ads,6944
2015-07-01,us,Search Engine Results,21160
2015-07-01,us,Travel Search Site,877
2015-07-02,de,Display Ads,929
2015-07-02,de,KAYAK Deals Email,27
2015-07-02,de,Search Engine Ads,2480
2015-07-02,de,Search Engine Results,724
2015-07-02,es,Display Ads,600
2015-07-02,es,KAYAK Deals Email,30
2015-07-02,es,Search Engine Ads,5429
2015-07-02,es,Search Engine Results,2235
2015-07-02,fr,Display Ads,409
2015-07-02,fr,KAYAK Deals Email,27
2015-07-02,fr,Search Engine Ads,1095
2015-07-02,fr,Search Engine Results,1280
2015-07-02,gb,Display Ads,369
2015-07-02,gb,KAYAK Deals Email,13
2015-07-02,gb,Search Engine Ads,80
2015-07-02,gb,Search Engine Results,825
2015-07-02,gb,Travel Search Site,723
2015-07-02,it,Display Ads,291
2015-07-02,it,KAYAK Deals Email,3
2015-07-02,it,Search Engine Ads,1363
2015-07-02,it,Search Engine Results,769
2015-07-02,us,Display Ads,19906
2015-07-02,us,KAYAK Deals Email,1761
2015-07-02,us,Search Engine Ads,7426
2015-07-02,us,Search Engine Results,21283
2015-07-02,us,Travel Search Site,847
2015-07-03,de,Display Ads,847
2015-07-03,de,KAYAK Deals Email,30
2015-07-03,de,Search Engine Ads,2081
2015-07-03,de,Search Engine Results,661
2015-07-03,es,Display Ads,558
2015-07-03,es,KAYAK Deals Email,30
2015-07-03,es,Search Engine Ads,4468
2015-07-03,es,Search Engine Results,1837
2015-07-03,fr,Display Ads,346
2015-07-03,fr,KAYAK Deals Email,6
2015-07-03,fr,Search Engine Ads,1040
2015-07-03,fr,Search Engine Results,1153
2015-07-03,gb,Display Ads,335
2015-07-03,gb,KAYAK Deals Email,17
2015-07-03,gb,Search Engine Ads,53
2015-07-03,gb,Search Engine Results,719
2015-07-03,gb,Travel Search Site,503
2015-07-03,it,Display Ads,229
2015-07-03,it,Search Engine Ads,1171
2015-07-03,it,Search Engine Results,691
2015-07-03,us,Display Ads,14360
2015-07-03,us,KAYAK Deals Email,1077
2015-07-03,us,Search Engine Ads,5759
2015-07-03,us,Search Engine Results,15760
2015-07-03,us,Travel Search Site,693
2015-07-04,de,Display Ads,676
2015-07-04,de,KAYAK Deals Email,23
2015-07-04,de,Search Engine Ads,1611
2015-07-04,de,Search Engine Results,604
2015-07-04,es,Display Ads,452
2015-07-04,es,KAYAK Deals Email,3
2015-07-04,es,Search Engine Ads,3158
2015-07-04,es,Search Engine Results,1422
2015-07-04,fr,Display Ads,355
2015-07-04,fr,KAYAK Deals Email,20
2015-07-04,fr,Search Engine Ads,943
2015-07-04,fr,Search Engine Results,1169
2015-07-04,gb,Display Ads,295
2015-07-04,gb,KAYAK Deals Email,88
2015-07-04,gb,Search Engine Ads,43
2015-07-04,gb,Search Engine Results,677
2015-07-04,gb,Travel Search Site,382
2015-07-04,it,Display Ads,200
2015-07-04,it,KAYAK Deals Email,3
2015-07-04,it,Search Engine Ads,903
2015-07-04,it,Search Engine Results,447
2015-07-04,us,Display Ads,10724
2015-07-04,us,KAYAK Deals Email,907
2015-07-04,us,Search Engine Ads,3465
2015-07-04,us,Search Engine Results,11138
2015-07-04,us,Travel Search Site,591
2015-07-05,de,Display Ads,1152
2015-07-05,de,KAYAK Deals Email,27
2015-07-05,de,Search Engine Ads,2918
2015-07-05,de,Search Engine Results,1009
2015-07-05,es,Display Ads,694
2015-07-05,es,KAYAK Deals Email,34
2015-07-05,es,Search Engine Ads,4516
2015-07-05,es,Search Engine Results,2252
2015-07-05,fr,Display Ads,524
2015-07-05,fr,KAYAK Deals Email,13
2015-07-05,fr,Search Engine Ads,1553
2015-07-05,fr,Search Engine Results,1726
2015-07-05,gb,Display Ads,408
2015-07-05,gb,KAYAK Deals Email,51
2015-07-05,gb,Search Engine Ads,54
2015-07-05,gb,Search Engine Results,775
2015-07-05,gb,Travel Search Site,599
2015-07-05,it,Display Ads,206
2015-07-05,it,KAYAK Deals Email,13
2015-07-05,it,Search Engine Ads,1113
2015-07-05,it,Search Engine Results,643
2015-07-05,us,Display Ads,13675
2015-07-05,us,KAYAK Deals Email,1118
2015-07-05,us,Search Engine Ads,4676
2015-07-05,us,Search Engine Results,14834
2015-07-05,us,Travel Search Site,599
2015-07-06,de,Display Ads,1124
2015-07-06,de,KAYAK Deals Email,10
2015-07-06,de,Search Engine Ads,3010
2015-07-06,de,Search Engine Results,971
2015-07-06,es,Display Ads,751
2015-07-06,es,KAYAK Deals Email,13
2015-07-06,es,Search Engine Ads,5885
2015-07-06,es,Search Engine Results,2692
2015-07-06,fr,Display Ads,499
2015-07-06,fr,KAYAK Deals Email,61
2015-07-06,fr,Search Engine Ads,1565
2015-07-06,fr,Search Engine Results,1782
2015-07-06,gb,Display Ads,413
2015-07-06,gb,KAYAK Deals Email,61
2015-07-06,gb,Search Engine Ads,70
2015-07-06,gb,Search Engine Results,886
2015-07-06,gb,Travel Search Site,748
2015-07-06,it,Display Ads,269
2015-07-06,it,KAYAK Deals Email,13
2015-07-06,it,Search Engine Ads,1552
2015-07-06,it,Search Engine Results,862
2015-07-06,us,Display Ads,21051
2015-07-06,us,KAYAK Deals Email,1686
2015-07-06,us,Search Engine Ads,6889
2015-07-06,us,Search Engine Results,21713
2015-07-06,us,Travel Search Site,781
2015-07-07,de,Display Ads,1219
2015-07-07,de,KAYAK Deals Email,40
2015-07-07,de,Search Engine Ads,2921
2015-07-07,de,Search Engine Results,845
2015-07-07,es,Display Ads,768
2015-07-07,es,KAYAK Deals Email,20
2015-07-07,es,Search Engine Ads,6022
2015-07-07,es,Search Engine Results,2729
2015-07-07,fr,Display Ads,494
2015-07-07,fr,KAYAK Deals Email,6
2015-07-07,fr,Search Engine Ads,1586
2015-07-07,fr,Search Engine Results,1706
2015-07-07,gb,Display Ads,425
2015-07-07,gb,KAYAK Deals Email,17
2015-07-07,gb,Search Engine Ads,97
2015-07-07,gb,Search Engine Results,965
2015-07-07,gb,Travel Search Site,701
2015-07-07,it,Display Ads,281
2015-07-07,it,KAYAK Deals Email,10
2015-07-07,it,Search Engine Ads,1436
2015-07-07,it,Search Engine Results,757
2015-07-07,us,Display Ads,21307
2015-07-07,us,KAYAK Deals Email,1904
2015-07-07,us,Search Engine Ads,7615
2015-07-07,us,Search Engine Results,22652
2015-07-07,us,Travel Search Site,800
2015-07-08,de,Display Ads,1181
2015-07-08,de,KAYAK Deals Email,20
2015-07-08,de,Search Engine Ads,3070
2015-07-08,de,Search Engine Results,1056
2015-07-08,es,Display Ads,749
2015-07-08,es,KAYAK Deals Email,20
2015-07-08,es,Search Engine Ads,5706
2015-07-08,es,Search Engine Results,2764
2015-07-08,fr,Display Ads,489
2015-07-08,fr,KAYAK Deals Email,17
2015-07-08,fr,Search Engine Ads,1570
2015-07-08,fr,Search Engine Results,1735
2015-07-08,gb,Display Ads,368
2015-07-08,gb,KAYAK Deals Email,10
2015-07-08,gb,Search Engine Ads,54
2015-07-08,gb,Search Engine Results,881
2015-07-08,gb,Travel Search Site,662
2015-07-08,it,Display Ads,291
2015-07-08,it,KAYAK Deals Email,20
2015-07-08,it,Search Engine Ads,1338
2015-07-08,it,Search Engine Results,783
2015-07-08,us,Display Ads,20790
2015-07-08,us,KAYAK Deals Email,1557
2015-07-08,us,Search Engine Ads,7718
2015-07-08,us,Search Engine Results,21828
2015-07-08,us,Travel Search Site,822
2015-07-09,de,Display Ads,1089
2015-07-09,de,KAYAK Deals Email,47
2015-07-09,de,Search Engine Ads,3045
2015-07-09,de,Search Engine Results,748
2015-07-09,es,Display Ads,713
2015-07-09,es,KAYAK Deals Email,34
2015-07-09,es,Search Engine Ads,5546
2015-07-09,es,Search Engine Results,2409
2015-07-09,fr,Display Ads,518
2015-07-09,fr,KAYAK Deals Email,17
2015-07-09,fr,Search Engine Ads,1631
2015-07-09,fr,Search Engine Results,1549
2015-07-09,gb,Display Ads,378
2015-07-09,gb,KAYAK Deals Email,10
2015-07-09,gb,Search Engine Ads,88
2015-07-09,gb,Search Engine Results,774
2015-07-09,gb,Travel Search Site,517
2015-07-09,it,Display Ads,285
2015-07-09,it,KAYAK Deals Email,3
2015-07-09,it,Search Engine Ads,1542
2015-07-09,it,Search Engine Results,703
2015-07-09,us,Display Ads,19710
2015-07-09,us,KAYAK Deals Email,1642
2015-07-09,us,Search Engine Ads,7946
2015-07-09,us,Search Engine Results,21042
2015-07-09,us,Travel Search Site,726
2015-07-10,de,Display Ads,937
2015-07-10,de,KAYAK Deals Email,23
2015-07-10,de,Search Engine Ads,2633
2015-07-10,de,Search Engine Results,709
2015-07-10,es,Display Ads,571
2015-07-10,es,KAYAK Deals Email,20
2015-07-10,es,Search Engine Ads,4743
2015-07-10,es,Search Engine Results,1718
2015-07-10,fr,Display Ads,464
2015-07-10,fr,KAYAK Deals Email,10
2015-07-10,fr,Search Engine Ads,1474
2015-07-10,fr,Search Engine Results,1343
2015-07-10,gb,Display Ads,322
2015-07-10,gb,KAYAK Deals Email,20
2015-07-10,gb,Search Engine Ads,66
2015-07-10,gb,Search Engine Results,666
2015-07-10,gb,Travel Search Site,585
2015-07-10,it,Display Ads,216
2015-07-10,it,KAYAK Deals Email,6
2015-07-10,it,Search Engine Ads,1212
2015-07-10,it,Search Engine Results,579
2015-07-10,us,Display Ads,17762
2015-07-10,us,KAYAK Deals Email,1417
2015-07-10,us,Search Engine Ads,7085
2015-07-10,us,Search Engine Results,18355
2015-07-10,us,Travel Search Site,783
2015-07-11,de,Display Ads,754
2015-07-11,de,KAYAK Deals Email,30
2015-07-11,de,Search Engine Ads,1852
2015-07-11,de,Search Engine Results,520
2015-07-11,es,Display Ads,538
2015-07-11,es,KAYAK Deals Email,13
2015-07-11,es,Search Engine Ads,3407
2015-07-11,es,Search Engine Results,1447
2015-07-11,fr,Display Ads,428
2015-07-11,fr,KAYAK Deals Email,3
2015-07-11,fr,Search Engine Ads,1442
2015-07-11,fr,Search Engine Results,1315
2015-07-11,gb,Display Ads,258
2015-07-11,gb,KAYAK Deals Email,30
2015-07-11,gb,Search Engine Ads,57
2015-07-11,gb,Search Engine Results,556
2015-07-11,gb,Travel Search Site,415
2015-07-11,it,Display Ads,170
2015-07-11,it,Search Engine Ads,1046
2015-07-11,it,Search Engine Results,486
2015-07-11,us,Display Ads,12587
2015-07-11,us,KAYAK Deals Email,1043
2015-07-11,us,Search Engine Ads,5627
2015-07-11,us,Search Engine Results,14338
2015-07-11,us,Travel Search Site,569
2015-07-12,de,Display Ads,1282
2015-07-12,de,KAYAK Deals Email,30
2015-07-12,de,Search Engine Ads,3663
2015-07-12,de,Search Engine Results,1069
2015-07-12,es,Display Ads,774
2015-07-12,es,KAYAK Deals Email,23
2015-07-12,es,Search Engine Ads,4908
2015-07-12,es,Search Engine Results,2646
2015-07-12,fr,Display Ads,575
2015-07-12,fr,KAYAK Deals Email,6
2015-07-12,fr,Search Engine Ads,1828
2015-07-12,fr,Search Engine Results,1853
2015-07-12,gb,Display Ads,372
2015-07-12,gb,KAYAK Deals Email,13
2015-07-12,gb,Search Engine Ads,84
2015-07-12,gb,Search Engine Results,807
2015-07-12,gb,Travel Search Site,552
2015-07-12,it,Display Ads,259
2015-07-12,it,Search Engine Ads,1149
2015-07-12,it,Search Engine Results,578
2015-07-12,us,Display Ads,14432
2015-07-12,us,KAYAK Deals Email,1020
2015-07-12,us,Search Engine Ads,6583
2015-07-12,us,Search Engine Results,16297
2015-07-12,us,Travel Search Site,709
2015-07-13,de,Display Ads,1264
2015-07-13,de,KAYAK Deals Email,13
2015-07-13,de,Search Engine Ads,3547
2015-07-13,de,Search Engine Results,1100
2015-07-13,es,Display Ads,890
2015-07-13,es,KAYAK Deals Email,68
2015-07-13,es,Search Engine Ads,6392
2015-07-13,es,Search Engine Results,3303
